activity_type,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,power,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,vertical_oscillation,vertical_ratio,unknown_107,unknown_134,unknown_135,unknown_136,unknown_140,unknown_143,unknown_87,accumulated_power,unknown_90,power_wkg,hr_rolling,power_rolling,cadence_rolling,speed_rolling,altitude_rolling,vo_rolling,vr_rolling,efficiency_score,efficiency_category
running,81,504.77,15.799999999999955,2.146,0.0,122,156111645,956919633,228,294.0,,,794.0,25,81.1,10.2,1,,13,122,2146,73,0.0,51617.0,,3.1666666666666665,110.05555555555556,2.6551954732510286,75.03333333333333,1.8280333333333334,15.59925925925926,77.72748091603053,10.831984435797667,1.0056949369490267,Average
running,81,506.86,15.799999999999955,2.165,0.5,122,156111582,956919399,229,294.0,,,801.0,25,81.3,10.14,1,,13,122,2164,73,0.0,51846.0,,3.1805555555555554,110.09963099630997,2.6571340713407134,75.05535055350553,1.8292767527675275,15.600000000000001,77.74106463878327,10.829302325581395,1.006321513763115,Average
running,82,508.74,15.600000000000023,2.165,0.5,122,156111533,956919191,228,290.0,,,791.0,25,80.2,10.13,1,,13,122,2164,73,0.0,52074.0,,3.1666666666666665,110.14338235294117,2.6590073529411766,75.08088235294117,1.8305110294117648,15.600000000000003,77.75037878787879,10.826602316602317,1.00697338514052,Average
running,82,510.93,15.600000000000023,2.165,0.5,121,156111515,956918964,228,290.0,,,791.0,25,80.2,10.13,1,,6,121,2174,73,0.0,52302.0,,3.1666666666666665,110.18315018315019,2.6608669108669107,75.10622710622711,1.8317362637362637,15.600000000000001,77.75962264150944,10.823923076923077,1.0076539439349723,Average
running,83,513.15,15.600000000000023,2.165,0.5,122,156111502,956918762,228,287.0,,,782.0,25,78.9,10.09,1,,6,122,2174,73,0.0,52530.0,,3.1666666666666665,110.22627737226277,2.6627128953771293,75.13503649635037,1.8329525547445256,15.600000000000001,77.76390977443609,10.821111111111112,1.0083451128536183,Average
running,83,514.69,15.600000000000023,2.165,0.5,122,156111485,956918563,227,287.0,,,782.0,25,78.9,10.09,1,,6,122,2174,73,0.0,52757.0,,3.1527777777777777,110.2690909090909,2.6644949494949492,75.16363636363636,1.83416,15.6,77.76816479400749,10.818320610687023,1.0090121247208041,Average
running,83,516.49,15.600000000000023,2.165,0.5,122,156111476,956918358,228,287.0,,,782.0,25,78.9,10.09,1,,6,122,2174,73,0.0,52985.0,,3.1666666666666665,110.31159420289855,2.666314412238325,75.19202898550725,1.835358695652174,15.600000000000001,77.7723880597015,10.815551330798478,1.0096933550326255,Average
running,83,518.17,15.799999999999955,2.146,0.5,123,156111470,956918142,226,288.0,,,775.0,25,78.4,10.11,1,,6,123,2155,73,0.0,53211.0,,3.138888888888889,110.35740072202167,2.668020457280385,75.2202166064982,1.8364801444043322,15.600722021660651,77.77472118959108,10.812878787878788,1.010298636743362,Average
running,82,520.37,15.799999999999955,2.146,0.5,124,156111480,956917892,226,291.0,,,785.0,25,79.7,10.15,1,,4,124,2155,73,0.0,53437.0,,3.138888888888889,110.40647482014388,2.669714228617106,75.24460431654676,1.837593525179856,15.601438848920866,77.78185185185184,10.810377358490566,1.0108182870906617,Average
running,81,522.45,15.799999999999955,2.137,0.5,124,156111453,956917677,226,294.0,,,791.0,25,80.9,10.23,1,,4,124,2136,73,0.0,53663.0,,3.138888888888889,110.45519713261649,2.671395858223815,75.26523297491039,1.8386666666666664,15.602150537634408,77.79335793357933,10.808195488721804,1.0112860078463526,Average
running,79,524.69,15.799999999999955,2.137,0.5,124,156111443,956917453,226,301.0,,,811.0,25,83.5,10.29,1,,4,124,2136,73,0.0,53889.0,,3.138888888888889,110.50357142857143,2.673065476190476,75.27857142857142,1.839732142857143,15.602857142857143,77.81433823529412,10.80625468164794,1.0116543332856236,Average
running,78,526.44,15.799999999999955,2.137,0.5,125,156111457,956917232,226,301.0,,,811.0,25,83.5,10.29,1,,1,125,2136,73,0.0,54115.0,,3.138888888888889,110.55516014234875,2.6747232107552392,75.28825622775801,1.8407900355871885,15.603558718861212,77.83516483516483,10.804328358208956,1.011939531011714,Average
running,78,528.87,15.799999999999955,2.137,0.5,126,156111464,956916980,226,301.0,,,811.0,25,83.5,10.29,1,,1,126,2136,73,0.0,54341.0,,3.138888888888889,110.60992907801419,2.6763691883372736,75.29787234042553,1.841840425531915,15.604255319148935,77.85583941605839,10.802416356877323,1.0121901510564257,Average
running,79,531.05,15.799999999999955,2.137,0.5,126,156111514,956916734,226,301.0,,,811.0,25,83.5,10.29,1,,1,126,2136,73,0.0,54567.0,,3.138888888888889,110.66431095406361,2.6780035335689045,75.31095406360424,1.8428833922261483,15.604946996466431,77.87636363636364,10.800518518518517,1.012486417306236,Average
running,79,533.37,15.799999999999955,2.137,0.5,127,156111563,956916533,226,301.0,,,811.0,25,83.5,10.29,1,,1,127,2140,73,0.0,54793.0,,3.138888888888889,110.72183098591549,2.6796263693270737,75.32394366197182,1.843919014084507,15.605633802816902,77.89673913043478,10.798634686346864,1.0127483135040856,Average
running,80,535.06,15.799999999999955,2.146,0.5,127,156111553,956916338,227,298.0,,,804.0,25,82.1,10.21,1,,1,127,2150,73,0.0,55020.0,,3.1527777777777777,110.77894736842106,2.681286549707602,75.34035087719299,1.8449789473684208,15.606315789473685,77.91191335740072,10.796470588235294,1.013073905065699,Average
running,80,537.51,15.799999999999955,2.146,0.5,127,156111608,956916052,228,298.0,,,804.0,25,82.1,10.21,1,,1,127,2150,73,0.0,55248.0,,3.1666666666666665,110.83566433566433,2.682983682983683,75.35664335664336,1.8460314685314687,15.606993006993008,77.92697841726618,10.794322344322344,1.0134155009387666,Average
running,80,539.26,15.799999999999955,2.155,0.5,127,156111588,956915865,229,294.0,,,798.0,25,81.2,10.17,1,,1,127,2159,73,0.0,55477.0,,3.1805555555555554,110.89198606271778,2.6847173828881146,75.37282229965157,1.8471080139372822,15.60766550522648,77.93870967741935,10.792043795620438,1.0137729184844622,Average
running,81,540.81,15.799999999999955,2.146,0.5,127,156111593,956915669,226,291.0,,,785.0,25,79.7,10.15,1,,1,127,2150,73,0.0,55703.0,,3.138888888888889,110.94791666666667,2.6862943672839505,75.39236111111111,1.8481458333333332,15.608333333333333,77.945,10.789709090909092,1.0141198634945843,Average
running,81,543.35,15.799999999999955,2.137,0.5,127,156111683,956915379,225,291.0,,,781.0,25,79.6,10.18,1,,1,127,2135,73,0.0,55928.0,,3.125,111.00346020761246,2.687812379853902,75.41176470588235,1.8491453287197233,15.608996539792388,77.9508896797153,10.7875,1.0144462282927393,Average
running,83,545.97,15.799999999999955,2.137,0.5,127,156111669,956915129,224,288.0,,,772.0,25,78.3,10.14,1,,1,127,2135,73,0.0,56152.0,,3.111111111111111,111.05862068965517,2.689272030651341,75.43793103448276,1.8501379310344825,15.60965517241379,77.95212765957447,10.785162454873646,1.014845016689943,Average
running,83,548.48,15.799999999999955,2.146,0.5,127,156111687,956914904,225,288.0,,,775.0,25,78.4,10.11,1,,1,127,2145,73,0.0,56377.0,,3.125,111.11340206185567,2.6907693776250476,75.4639175257732,1.8511546391752578,15.610309278350513,77.95371024734983,10.78273381294964,1.0152590587933934,Average
running,83,549.88,15.799999999999955,2.174,0.5,126,156111752,956914689,228,287.0,,,785.0,25,79.0,10.06,1,,3,126,2172,73,0.0,56605.0,,3.1666666666666665,111.16438356164383,2.6923991628614914,75.48972602739725,1.8522602739726028,15.610958904109587,77.95739436619719,10.780143369175626,1.0157553698048172,Average
running,82,551.42,15.799999999999955,2.174,0.5,127,156111737,956914569,228,290.0,,,795.0,25,80.4,10.1,1,,4,127,2172,73,0.0,56833.0,,3.1666666666666665,111.2184300341297,2.694017823284035,75.51194539249147,1.853358361774744,15.61160409556314,77.9659649122807,10.777714285714286,1.0161711442558767,Average
running,81,553.09,15.600000000000023,2.165,0.5,126,156111695,956914336,225,290.0,,,791.0,25,80.2,10.13,1,,4,126,2163,73,0.0,57058.0,,3.125,111.2687074829932,2.6954837490551773,75.53061224489795,1.8544183673469385,15.611564625850338,77.97377622377623,10.77540925266904,1.0165158963565157,Average
running,81,555.2,15.600000000000023,2.137,0.5,126,156111745,956914098,222,294.0,,,791.0,25,80.9,10.23,1,,4,126,2135,73,0.0,57280.0,,3.0833333333333335,111.31864406779661,2.696798493408663,75.54915254237288,1.8553762711864408,15.611525423728812,77.98397212543554,10.773475177304965,1.016805018805534,Average
running,81,557.25,15.600000000000023,2.127,0.5,126,156111770,956913922,222,294.0,,,787.0,25,80.8,10.26,1,,4,126,2126,73,0.0,57502.0,,3.0833333333333335,111.36824324324324,2.6981043543543546,75.56756756756756,1.8562939189189187,15.611486486486486,77.99375,10.77166077738516,1.0170921718017123,Average
running,81,558.9,15.600000000000023,2.127,0.5,126,156111746,956913719,222,294.0,,,787.0,25,80.8,10.26,1,,4,126,2126,73,0.0,57724.0,,3.0833333333333335,111.41750841750842,2.6994014216236435,75.58585858585859,1.8572053872053873,15.61144781144781,78.00346020761246,10.769859154929577,1.017377375419788,Average
running,81,561.36,15.600000000000023,2.118,0.5,126,156111790,956913445,220,295.0,,,784.0,25,80.4,10.25,1,,4,126,2117,73,0.0,57944.0,,3.0555555555555554,111.46644295302013,2.700596569724086,75.60402684563758,1.8580805369127515,15.611409395973153,78.01172413793104,10.768035087719298,1.017625525013692,Average
running,80,563.07,15.600000000000023,2.118,0.5,127,156111749,956913250,220,298.0,,,794.0,25,81.8,10.3,1,,9,127,2117,73,0.0,58164.0,,3.0555555555555554,111.51839464882943,2.701783723522854,75.61872909698997,1.8589498327759197,15.611371237458192,78.02474226804124,10.7663986013986,1.017796471609947,Average
running,79,565.22,15.600000000000023,2.109,0.5,126,156111706,956913036,219,302.0,,,800.0,25,82.7,10.33,1,,10,126,2107,73,0.0,58383.0,,3.0416666666666665,111.56666666666666,2.702916666666667,75.63,1.8597833333333331,15.611333333333333,78.04075342465754,10.764878048780488,1.017934406433622,Average
running,79,567.21,15.600000000000023,2.099,0.5,126,156111686,956912828,218,302.0,,,797.0,25,82.6,10.36,1,,10,126,2098,73,0.0,58601.0,,3.0277777777777777,111.75666666666666,2.713009259259259,75.89333333333333,1.85891,15.612000000000002,78.05631399317406,10.763472222222223,1.023549756163603,Average
running,79,569.09,15.600000000000023,2.099,0.5,126,156111612,956912602,218,302.0,,,797.0,25,82.6,10.36,1,,10,126,2098,73,0.0,58819.0,,3.0277777777777777,111.94666666666667,2.723101851851852,76.15666666666667,1.8659066666666668,15.611999999999998,78.07176870748299,10.762076124567473,1.02917242352938,Average
running,79,571.01,15.600000000000023,2.099,0.5,126,156111582,956912404,218,302.0,,,797.0,25,82.6,10.36,1,,10,126,2098,73,0.0,59037.0,,3.0277777777777777,112.13666666666667,2.7331944444444445,76.42,1.8729033333333334,15.611999999999998,78.0871186440678,10.760689655172413,1.0348023713348022,Average
running,79,573.11,15.600000000000023,2.099,0.5,126,156111602,956912137,218,302.0,,,797.0,25,82.6,10.36,1,,10,126,2098,73,0.0,59255.0,,3.0277777777777777,112.32666666666667,2.743287037037037,76.68333333333334,1.8799000000000001,15.612000000000002,78.10236486486487,10.759312714776632,1.0404395626353864,Average
running,79,574.9,15.600000000000023,2.09,0.5,126,156111608,956911907,217,302.0,,,793.0,25,82.5,10.39,1,,10,126,2077,73,0.0,59472.0,,3.013888888888889,112.51666666666667,2.7533333333333334,76.94666666666667,1.886866666666667,15.611999999999998,78.11717171717171,10.75804794520548,1.0460663715114908,Average
running,79,577.39,15.600000000000023,2.09,0.5,126,156111599,956911667,217,302.0,,,793.0,25,82.5,10.39,1,,10,126,2077,73,0.0,59689.0,,3.013888888888889,112.70666666666666,2.76337962962963,77.05333333333333,1.8938333333333333,15.612000000000002,78.13187919463087,10.75679180887372,1.0495662867640436,Average
running,79,580.23,15.600000000000023,2.09,0.5,127,156111602,956911339,217,302.0,,,793.0,25,82.5,10.39,1,,16,127,2077,73,0.0,59906.0,,3.013888888888889,112.89666666666666,2.770648148148148,77.16,1.8984666666666665,15.612000000000002,78.23087248322148,10.755544217687076,1.052010250824801,Average
running,79,582.68,15.600000000000023,2.09,0.5,126,156111621,956911093,217,302.0,,,793.0,25,82.5,10.39,1,,17,126,2077,73,0.0,60123.0,,3.013888888888889,113.08,2.777685185185185,77.26666666666667,1.9027266666666667,15.612666666666668,78.32684563758389,10.754305084745763,1.0544279139087467,Average
running,79,584.78,15.600000000000023,2.109,0.5,126,156111624,956910875,219,302.0,,,800.0,25,82.7,10.33,1,,17,126,2096,73,0.0,60342.0,,3.0416666666666665,113.26333333333334,2.78625,77.53,1.9063033333333332,15.613333333333333,78.34147157190635,10.75287162162162,1.0595660187174432,Average
running,79,587.09,15.600000000000023,2.118,0.5,126,156111662,956910603,220,302.0,,,804.0,25,82.9,10.3,1,,17,126,2113,73,0.0,60562.0,,3.0555555555555554,113.44333333333333,2.794861111111111,77.79333333333334,1.909816666666667,15.613999999999999,78.35666666666667,10.751346801346802,1.064758528668435,Average
running,79,588.87,15.600000000000023,2.118,0.5,126,156111702,956910429,220,302.0,,,804.0,25,82.9,10.3,1,,17,126,2113,73,0.0,60782.0,,3.0555555555555554,113.62333333333333,2.80337962962963,77.88,1.9125833333333333,15.613999999999999,78.44066666666667,10.758855218855217,1.0674998560328746,Average
running,79,590.87,15.600000000000023,2.118,0.5,126,156111704,956910211,220,302.0,,,804.0,25,82.9,10.3,1,,17,126,2113,73,0.0,61002.0,,3.0555555555555554,113.80333333333333,2.808657407407407,77.96666666666667,1.91535,15.614000000000003,78.52466666666668,10.766363636363637,1.0690062576969896,Average
running,80,592.91,15.600000000000023,2.118,0.5,126,156111741,956909948,218,298.0,,,794.0,25,81.8,10.3,1,,17,126,2113,73,0.0,61220.0,,3.0277777777777777,113.98333333333333,2.814537037037037,78.05666666666667,1.9186466666666668,15.613999999999999,78.60933333333332,10.764798657718122,1.0707870513281068,Average
running,80,594.82,15.600000000000023,2.118,0.5,126,156111760,956909762,218,295.0,,,784.0,25,80.4,10.25,1,,17,126,2113,73,0.0,61438.0,,3.0277777777777777,114.16,2.820462962962963,78.14666666666666,1.9219433333333333,15.613999999999999,78.68933333333334,10.763076923076925,1.0726163036885155,Average
running,81,596.87,15.399999999999977,2.118,0.5,126,156111730,956909485,218,295.0,,,784.0,25,80.4,10.25,1,,17,126,2113,73,0.0,61656.0,,3.0277777777777777,114.33666666666667,2.8256944444444447,78.21333333333334,1.92493,15.613333333333333,78.76666666666667,10.761366666666667,1.0738607304037857,Average
running,81,599.65,15.399999999999977,2.109,0.5,126,156111765,956909197,216,292.0,,,771.0,25,78.9,10.23,1,,17,126,2096,73,0.0,61872.0,,3.0,114.51333333333334,2.829675925925926,78.25,1.927513333333333,15.612666666666668,78.83200000000001,10.7609,1.074218146376471,Average
running,81,602.1,15.399999999999977,2.118,0.5,126,156111752,956908944,217,291.0,,,774.0,25,79.4,10.24,1,,17,126,2105,73,0.0,62089.0,,3.013888888888889,114.69,2.832685185185185,78.28333333333333,1.93,15.611999999999998,78.866,10.7552,1.0741614525157037,Average
running,81,604.69,15.399999999999977,2.127,0.5,126,156111801,956908640,219,291.0,,,778.0,25,79.5,10.21,1,,17,126,2114,73,0.0,62308.0,,3.0416666666666665,114.86333333333333,2.835185185185185,78.31666666666666,1.932143333333333,15.611333333333333,78.88966666666666,10.750733333333333,1.0739441707846995,Average
running,81,606.42,15.399999999999977,2.137,0.5,126,156111728,956908530,220,291.0,,,781.0,25,79.6,10.18,1,,17,126,2123,73,0.0,62528.0,,3.0555555555555554,115.03666666666666,2.8372685185185187,78.34666666666666,1.9341033333333333,15.610666666666667,78.90833333333333,10.7459,1.073525015522575,Average
running,81,608.4,15.399999999999977,2.146,0.5,125,156111692,956908277,221,291.0,,,785.0,25,79.7,10.15,1,,25,125,2133,73,0.0,62749.0,,3.0694444444444446,115.20666666666666,2.839490740740741,78.37,1.9360933333333332,15.61,78.929,10.7407,1.073099981443261,Average
running,82,610.22,15.399999999999977,2.146,0.5,125,156111732,956908054,221,291.0,,,785.0,25,79.7,10.15,1,,25,125,2133,73,0.0,62970.0,,3.0694444444444446,115.37666666666667,2.8416203703703706,78.39,1.9380533333333332,15.60933333333333,78.95233333333333,10.735133333333334,1.0725961384129918,Average
running,82,612.77,15.399999999999977,2.137,0.5,125,156111689,956907825,220,291.0,,,781.0,25,79.6,10.18,1,,25,125,2131,73,0.0,63190.0,,3.0555555555555554,115.54666666666667,2.8437962962962966,78.41,1.9399833333333334,15.608666666666664,78.977,10.729433333333333,1.0721116412444833,Average
running,82,615.29,15.399999999999977,2.137,0.5,126,156111661,956907531,220,291.0,,,781.0,25,79.6,10.18,1,,27,126,2131,73,0.0,63410.0,,3.0555555555555554,115.72,2.8460185185185183,78.42333333333333,1.9418799999999998,15.607999999999999,79.00366666666666,10.723766666666666,1.071524460146221,Average
running,82,617.4,15.399999999999977,2.146,0.5,125,156111699,956907324,221,291.0,,,785.0,25,79.7,10.15,1,,28,125,2140,73,0.0,63631.0,,3.0694444444444446,115.89,2.848240740740741,78.43666666666667,1.9437766666666667,15.607333333333333,79.03033333333333,10.718166666666667,1.0709701228554915,Average
running,82,619.37,15.399999999999977,2.155,0.5,125,156111693,956907109,223,291.0,,,788.0,25,79.8,10.12,1,,28,125,2150,73,0.0,63854.0,,3.0972222222222223,116.05666666666667,2.850324074074074,78.45333333333333,1.9455166666666666,15.606666666666664,79.053,10.713166666666668,1.070441760688543,Average
running,82,621.44,15.600000000000023,2.155,0.5,126,156111729,956906869,223,291.0,,,788.0,25,79.8,10.12,1,,29,126,2150,73,0.0,64077.0,,3.0972222222222223,116.22333333333333,2.8522685185185184,78.47,1.9471633333333334,15.606666666666667,79.07333333333334,10.7084,1.0698631497220301,Average
running,82,623.19,15.600000000000023,2.155,0.5,126,156111755,956906674,223,291.0,,,788.0,25,79.8,10.12,1,,29,126,2136,73,0.0,64300.0,,3.0972222222222223,116.38666666666667,2.8538888888888887,78.48333333333333,1.9486233333333334,15.606666666666664,79.09233333333333,10.704233333333333,1.0691503081823182,Average
running,82,625.13,15.600000000000023,2.155,0.0,126,156111747,956906451,223,291.0,,,788.0,25,79.8,10.12,1,,29,126,2136,73,0.0,64523.0,,3.0972222222222223,116.54666666666667,2.8554166666666663,78.49333333333334,1.9500199999999999,15.606666666666667,79.10933333333332,10.700166666666666,1.068390211942866,Average
running,82,626.82,15.600000000000023,2.146,0.0,126,156111801,956906250,222,291.0,,,785.0,25,79.7,10.15,1,,29,126,2126,73,0.0,64745.0,,3.0833333333333335,116.70333333333333,2.856759259259259,78.50333333333333,1.9512633333333333,15.606666666666667,79.12400000000001,10.696733333333333,1.0675936342992964,Average
running,82,628.77,15.600000000000023,2.146,0.0,126,156111824,956906044,222,291.0,,,785.0,25,79.7,10.15,1,,29,126,2126,73,0.0,64967.0,,3.0833333333333335,116.85333333333334,2.8581481481481483,78.52,1.9525066666666668,15.606666666666664,79.13566666666665,10.693333333333333,1.0669680539355724,Average
running,83,631.68,15.600000000000023,2.137,0.5,126,156111830,956905748,221,288.0,,,772.0,25,78.3,10.14,1,,29,126,2117,73,0.0,65188.0,,3.0694444444444446,117.0,2.8596296296296297,78.54,1.95375,15.606666666666667,79.14333333333333,10.689766666666666,1.066454468713728,Average
running,83,633.51,15.600000000000023,2.137,0.5,125,156111843,956905564,221,288.0,,,772.0,25,78.3,10.14,1,,31,125,2117,73,0.0,65409.0,,3.0694444444444446,117.13666666666667,2.8619444444444446,78.55666666666667,1.955646666666667,15.606666666666664,79.161,10.684833333333334,1.0662987001922768,Average
running,83,635.35,15.399999999999977,2.146,0.5,126,156111856,956905318,221,288.0,,,775.0,25,78.4,10.11,1,,31,126,2157,73,0.0,65630.0,,3.0694444444444446,117.27333333333333,2.864351851851852,78.57333333333334,1.9575733333333334,15.605999999999998,79.18366666666667,10.678933333333333,1.066178125364799,Average
running,82,637.43,15.399999999999977,2.146,0.5,126,156111877,956905060,222,291.0,,,785.0,25,79.7,10.15,1,,31,126,2157,73,0.0,65852.0,,3.0833333333333335,117.40666666666667,2.8669907407407407,78.58666666666667,1.9596566666666664,15.605333333333332,79.21433333333333,10.672566666666667,1.0661293399911624,Average
running,81,639.52,15.600000000000023,2.137,0.5,126,156111886,956904845,221,294.0,,,791.0,25,80.9,10.23,1,,31,126,2147,73,0.0,66073.0,,3.0694444444444446,117.53666666666666,2.8693981481481483,78.59666666666666,1.9615866666666666,15.605999999999998,79.246,10.666933333333333,1.065980024124626,Average
running,81,641.84,15.600000000000023,2.137,0.0,126,156111890,956904609,221,294.0,,,791.0,25,80.9,10.23,1,,31,126,2147,73,0.0,66294.0,,3.0694444444444446,117.66333333333333,2.8718055555555555,78.60666666666667,1.9635166666666666,15.606666666666664,79.27766666666666,10.661299999999999,1.0658614598951672,Average
running,81,644.24,15.600000000000023,2.137,0.0,126,156111956,956904358,222,294.0,,,791.0,25,80.9,10.23,1,,31,126,2147,73,0.0,66516.0,,3.0833333333333335,117.78666666666666,2.8742592592592593,78.62,1.9654466666666668,15.607333333333333,79.30933333333333,10.655666666666667,1.065835894286106,Average
running,81,646.01,15.600000000000023,2.146,0.0,126,156111925,956904183,223,294.0,,,794.0,25,81.1,10.2,1,,31,126,2157,73,0.0,66739.0,,3.0972222222222223,117.90666666666667,2.8769907407407405,78.63333333333334,1.9675933333333333,15.607999999999999,79.34566666666666,10.649166666666666,1.0659437404047467,Average
running,81,648.25,15.600000000000023,2.146,0.0,126,156111907,956903903,223,294.0,,,794.0,25,81.1,10.2,1,,31,126,2157,73,0.0,66962.0,,3.0972222222222223,118.02333333333333,2.8799537037037037,78.64666666666666,1.9699266666666666,15.608666666666664,79.38733333333333,10.642033333333334,1.0661675137242979,Average
running,82,650.3,15.600000000000023,2.146,0.0,126,156111902,956903710,222,291.0,,,785.0,25,79.7,10.15,1,,31,126,2157,73,0.0,67184.0,,3.0833333333333335,118.13666666666667,2.8828703703703704,78.66333333333333,1.97226,15.60933333333333,79.42433333333334,10.634733333333333,1.0664493707910545,Average
running,82,652.09,15.600000000000023,2.146,0.0,126,156111894,956903534,222,291.0,,,785.0,25,79.7,10.15,1,,31,126,2157,73,0.0,67406.0,,3.0833333333333335,118.24666666666667,2.885740740740741,78.68,1.9745299999999997,15.61,79.45899999999999,10.627566666666667,1.0667441012266332,Average
running,82,654.24,15.600000000000023,2.146,0.0,127,156111848,956903287,222,291.0,,,785.0,25,79.7,10.15,1,,25,127,2157,73,0.0,67628.0,,3.0833333333333335,118.35666666666667,2.8885648148148144,78.69666666666667,1.9767700000000001,15.610666666666667,79.49333333333334,10.620566666666667,1.0670216313052976,Average
running,82,655.97,15.600000000000023,2.137,0.0,128,156111865,956903075,221,291.0,,,781.0,25,79.6,10.18,1,,22,128,2147,73,0.0,67849.0,,3.0694444444444446,118.46666666666667,2.891111111111111,78.71333333333334,1.9788533333333331,15.611333333333333,79.52433333333335,10.614166666666666,1.0671965512689578,Average
running,82,657.98,15.600000000000023,2.137,0.0,130,156111876,956902808,221,291.0,,,781.0,25,79.6,10.18,1,,17,130,2147,73,0.0,68070.0,,3.0694444444444446,118.58,2.8935648148148148,78.73333333333333,1.9808766666666668,15.611999999999998,79.55166666666666,10.608166666666667,1.0673525753191457,Average
running,82,660.29,15.399999999999977,2.127,0.5,131,156111958,956902552,221,291.0,,,778.0,25,79.5,10.21,1,,15,131,2138,73,0.0,68291.0,,3.0694444444444446,118.69333333333333,2.895972222222222,78.75666666666666,1.9828333333333334,15.611333333333333,79.574,10.602766666666666,1.0675368783301573,Average
running,82,662.56,15.600000000000023,2.127,0.5,131,156111955,956902320,222,291.0,,,778.0,25,79.5,10.21,1,,15,131,2138,73,0.0,68513.0,,3.0833333333333335,118.80333333333333,2.8983333333333334,78.78666666666666,1.9846966666666666,15.611333333333333,79.591,10.5983,1.0678246131432068,Average
running,82,665.36,15.600000000000023,2.127,0.5,131,156111958,956902021,223,291.0,,,778.0,25,79.5,10.21,1,,15,131,2138,73,0.0,68736.0,,3.0972222222222223,118.91333333333333,2.9008796296296295,78.82333333333334,1.9865599999999999,15.610666666666667,79.60633333333334,10.594633333333334,1.068271019071653,Average
running,81,668.3,15.600000000000023,2.127,0.5,131,156112000,956901729,223,291.0,,,778.0,25,79.5,10.21,1,,15,131,2141,73,0.0,68959.0,,3.0972222222222223,119.02333333333333,2.903287037037037,78.85666666666667,1.9883633333333335,15.61,79.61933333333333,10.591066666666666,1.068621176600685,Average
running,81,669.91,15.600000000000023,2.155,0.5,131,156112013,956901541,226,291.0,,,788.0,25,79.8,10.12,1,,15,131,2170,73,0.0,69185.0,,3.138888888888889,119.13333333333334,2.9056944444444444,78.88666666666667,1.9901966666666666,15.609333333333334,79.633,10.587033333333334,1.0689262687655012,Average
running,82,672.74,15.600000000000023,2.155,0.0,132,156112037,956901252,227,291.0,,,788.0,25,79.8,10.12,1,,15,132,2170,73,0.0,69412.0,,3.1527777777777777,119.24333333333334,2.907962962962963,78.92,1.9919066666666667,15.608666666666668,79.64299999999999,10.583333333333334,1.0692255660089873,Average
running,82,674.37,15.600000000000023,2.174,0.5,132,156112037,956901060,230,290.0,,,795.0,25,80.4,10.1,1,,15,132,2188,73,0.0,69642.0,,3.1944444444444446,119.35333333333334,2.910277777777778,78.95333333333333,1.9936166666666668,15.607999999999999,79.65366666666667,10.5798,1.0695420296481106,Average
running,83,676.06,15.600000000000023,2.165,0.5,132,156112008,956900793,228,287.0,,,782.0,25,78.9,10.09,1,,15,132,2179,73,0.0,69870.0,,3.1666666666666665,119.46,2.912546296296296,78.99,1.9952966666666665,15.607333333333333,79.66033333333334,10.575866666666668,1.069916624553288,Average
running,83,678.84,15.600000000000023,2.165,0.5,132,156112071,956900470,228,287.0,,,782.0,25,78.9,10.09,1,,15,132,2174,73,0.0,70098.0,,3.1666666666666665,119.56666666666666,2.9147222222222227,79.01666666666667,1.9969766666666668,15.607333333333337,79.67,10.571333333333333,1.0701218950806584,Average
running,83,682.14,15.600000000000023,2.165,0.5,131,156112042,956900176,229,287.0,,,782.0,25,78.9,10.09,1,,19,131,2174,73,0.0,70327.0,,3.1805555555555554,119.66666666666667,2.916944444444445,79.03666666666666,1.9986566666666665,15.607333333333333,79.68433333333333,10.566533333333334,1.0703136756766052,Average
running,83,684.9,15.600000000000023,2.454,0.5,132,156112071,956899895,270,281.0,,,886.0,25,83.9,9.46,1,,20,132,2464,73,0.0,70597.0,,3.75,119.76666666666667,2.921111111111111,79.05666666666667,2.0013,15.607333333333333,79.71533333333333,10.559633333333332,1.071218607511863,Average
running,83,687.57,15.799999999999955,2.501,0.5,132,156112069,956899681,278,280.0,,,903.0,25,84.7,9.37,1,,20,132,2511,73,0.0,70875.0,,3.861111111111111,119.86666666666666,2.925925925925926,79.07666666666667,2.0042866666666668,15.608000000000002,79.75333333333333,10.551766666666666,1.07236035009178,Average
running,83,689.24,15.799999999999955,2.501,0.5,132,156112072,956899463,279,280.0,,,903.0,25,84.7,9.37,1,,20,132,2511,73,0.0,71154.0,,3.875,119.96333333333334,2.930787037037037,79.1,2.0072733333333335,15.608666666666668,79.79133333333334,10.5439,1.0735931100689544,Average
running,83,691.3,15.799999999999955,2.473,0.5,132,156112182,956899268,275,280.0,,,893.0,25,84.4,9.45,1,,20,132,2477,73,0.0,71429.0,,3.8194444444444446,120.06,2.935416666666667,79.12333333333333,2.0101033333333334,15.60933333333333,79.82733333333334,10.5366,1.0747401826350198,Average
running,83,692.59,15.799999999999955,2.155,0.5,132,156112194,956899146,229,288.0,,,779.0,25,78.5,10.08,1,,20,132,2159,73,0.0,71658.0,,3.1805555555555554,120.15333333333334,2.9379166666666667,79.14666666666666,2.011873333333333,15.61,79.84066666666666,10.531466666666667,1.0751369135322972,Average
